datetime,deviceid,devicetype,readingtype,readingvalue
2024-05-28 12:32:13.949443,3214,Sensor,Motion,30.99
2024-05-28 12:32:13.949443,7522,Camera,Light,78.5
2024-05-30 12:32:13.949443,7918,Thermostat,Motion,77.05
2024-05-31 12:32:13.949443,1915,Camera,Humidity,66.25
2024-05-31 12:32:13.949443,8813,Light,Motion,37.83
2024-06-01 12:32:13.949443,2798,Sensor,Light,99.15
2024-06-05 12:32:13.949443,6842,Light,Light,72.31
2024-06-06 12:32:13.949443,5075,Sensor,Motion,61.52
2024-06-14 12:32:13.949443,3486,Camera,Motion,90.47
2024-06-16 12:32:13.949443,8052,Light,Light,73.08
2024-06-16 12:32:13.949443,8639,Light,Motion,45.5
2024-06-17 12:32:13.949443,6439,Camera,Motion,93.6
2024-06-17 12:32:13.949443,5963,Light,Humidity,27.19
2024-06-18 12:32:13.949443,1334,Thermostat,Humidity,29.4
2024-06-18 12:32:13.949443,6448,Camera,Motion,66.86
2024-06-18 12:32:13.949443,5242,Light,Light,49.68
2024-06-21 12:32:13.949443,8815,Light,Humidity,51.76
2024-06-22 12:32:13.949443,6100,Camera,Light,56.18
2024-06-25 12:32:13.949443,8569,Light,Light,87.18
2024-06-27 12:32:13.949443,4660,Thermostat,Light,78.69
2024-06-27 12:32:13.949443,1078,Thermostat,Humidity,84.27
2024-06-28 12:32:13.949443,6365,Camera,Light,20.8
2024-06-28 12:32:13.949443,4984,Sensor,Motion,85.11
2024-06-29 12:32:13.949443,1268,Sensor,Temperature,16.86
2024-07-01 12:32:13.949443,7748,Sensor,Motion,40.32
2024-07-02 12:32:13.949443,1279,Camera,Humidity,82.48
2024-07-03 12:32:13.949443,3934,Thermostat,Humidity,77.24
2024-07-03 12:32:13.949443,4446,Light,Temperature,66.86
2024-07-04 12:32:13.949443,6110,Sensor,Temperature,18.8
2024-07-05 12:32:13.949443,5104,Sensor,Temperature,44.36
2024-07-06 12:32:13.949443,4619,Light,Light,71.94
2024-07-06 12:32:13.949443,6691,Sensor,Temperature,77.52
2024-07-10 12:32:13.949443,7907,Light,Motion,93.23
2024-07-10 12:32:13.949443,1987,Light,Light,19.04
2024-07-12 12:32:13.949443,3460,Thermostat,Temperature,47.83
2024-07-13 12:32:13.949443,3038,Camera,Temperature,93.88
2024-07-14 12:32:13.949443,2197,Sensor,Motion,52.09
2024-07-16 12:32:13.949443,5183,Camera,Humidity,66.76
2024-07-20 12:32:13.949443,9028,Camera,Motion,66.78
2024-07-21 12:32:13.949443,7824,Sensor,Light,13.03
2024-07-21 12:32:13.949443,1262,Light,Temperature,52.64
2024-07-22 12:32:13.949443,4526,Thermostat,Motion,31.09
2024-07-23 12:32:13.949443,7247,Light,Temperature,66.22
2024-07-25 12:32:13.949443,5179,Sensor,Motion,38.86
2024-07-25 12:32:13.949443,2030,Camera,Temperature,49.25
2024-07-26 12:32:13.949443,6049,Light,Light,54.93
2024-07-27 12:32:13.949443,9144,Thermostat,Motion,80.83
2024-07-27 12:32:13.949443,8756,Thermostat,Humidity,33.19
2024-07-28 12:32:13.949443,6418,Sensor,Light,53.03
2024-07-28 12:32:13.949443,4160,Sensor,Temperature,38.15
2024-07-29 12:32:13.949443,6837,Camera,Light,62.03
2024-07-29 12:32:13.949443,5449,Light,Temperature,88.13
2024-07-30 12:32:13.949443,7599,Sensor,Humidity,60.79
2024-07-30 12:32:13.949443,4415,Light,Light,71.43
2024-07-30 12:32:13.949443,9479,Camera,Motion,89.11
2024-08-01 12:32:13.949443,4941,Light,Light,98.18
2024-08-02 12:32:13.949443,5811,Sensor,Humidity,57.49
2024-08-04 12:32:13.949443,2648,Sensor,Humidity,33.94
2024-08-05 12:32:13.949443,4154,Camera,Motion,43.24
2024-08-05 12:32:13.949443,9880,Thermostat,Light,59.04
2024-08-05 12:32:13.949443,7020,Camera,Humidity,19.41
2024-08-07 12:32:13.949443,9580,Camera,Motion,17.82
2024-08-07 12:32:13.949443,1488,Sensor,Temperature,36.42
2024-08-07 12:32:13.949443,8262,Thermostat,Light,21.22
2024-08-08 12:32:13.949443,1711,Light,Motion,98.27
2024-08-08 12:32:13.949443,8752,Light,Motion,89.77
2024-08-10 12:32:13.949443,7677,Light,Humidity,28.17
2024-08-11 12:32:13.949443,4171,Light,Temperature,63.8
2024-08-11 12:32:13.949443,4973,Camera,Humidity,86.27
2024-08-12 12:32:13.949443,8562,Camera,Humidity,28.85
2024-08-12 12:32:13.949443,7072,Sensor,Light,84.73
2024-08-13 12:32:13.949443,9108,Thermostat,Temperature,49.72
2024-08-14 12:32:13.949443,3366,Light,Temperature,55.73
2024-08-14 12:32:13.949443,8421,Sensor,Light,55.22
2024-08-14 12:32:13.949443,6319,Light,Temperature,30.3
2024-08-15 12:32:13.949443,6378,Camera,Light,37.23
2024-08-15 12:32:13.949443,7114,Thermostat,Motion,99.18
2024-08-16 12:32:13.949443,3726,Sensor,Light,55.66
2024-08-16 12:32:13.949443,6127,Camera,Light,86.18
2024-08-17 12:32:13.949443,6628,Sensor,Temperature,50.77
2024-08-18 12:32:13.949443,1121,Sensor,Temperature,45.51
2024-08-18 12:32:13.949443,6400,Thermostat,Light,38.94
2024-08-18 12:32:13.949443,1628,Camera,Humidity,74.06
2024-08-18 12:32:13.949443,2016,Sensor,Light,71.2
2024-08-18 12:32:13.949443,8754,Thermostat,Humidity,57.13
2024-08-18 12:32:13.949443,9334,Camera,Temperature,15.56
2024-08-18 12:32:13.949443,1531,Sensor,Motion,29.04
2024-08-19 12:32:13.949443,3194,Light,Humidity,73.85
2024-08-19 12:32:13.949443,1190,Sensor,Motion,27.26
2024-08-19 12:32:13.949443,7165,Thermostat,Temperature,57.15
2024-08-22 12:32:13.949443,1125,Light,Motion,38.97
2024-08-23 12:32:13.949443,5810,Sensor,Temperature,36.79
2024-08-25 12:32:13.949443,5206,Camera,Humidity,31.46
2024-08-25 12:32:13.949443,4750,Thermostat,Light,39.71
2024-08-26 12:32:13.949443,5652,Thermostat,Light,44.37
2024-08-28 12:32:13.949443,2579,Sensor,Light,95.01
2024-08-29 12:32:13.949443,2727,Camera,Temperature,38.31
2024-08-31 12:32:13.949443,8667,Light,Humidity,61.97
2024-08-31 12:32:13.949443,3701,Camera,Temperature,56.79
2024-08-31 12:32:13.949443,1570,Camera,Humidity,63.42
2024-09-01 12:32:13.949443,8852,Thermostat,Humidity,37.88
2024-09-03 12:32:13.949443,8352,Light,Light,74.64
2024-09-03 12:32:13.949443,1212,Light,Light,49.62
2024-09-04 12:32:13.949443,9209,Camera,Light,59.32
2024-09-06 12:32:13.949443,7013,Light,Light,49.24
2024-09-06 12:32:13.949443,3211,Thermostat,Motion,12.04
2024-09-06 12:32:13.949443,4916,Sensor,Temperature,37.31
2024-09-06 12:32:13.949443,2696,Sensor,Humidity,96.11
2024-09-09 12:32:13.949443,1999,Sensor,Motion,71.9
2024-09-10 12:32:13.949443,5695,Camera,Temperature,36.74
2024-09-10 12:32:13.949443,8083,Sensor,Humidity,95.83
2024-09-12 12:32:13.949443,9583,Sensor,Motion,52.79
2024-09-12 12:32:13.949443,7130,Sensor,Light,91.71
2024-09-12 12:32:13.949443,2400,Sensor,Humidity,71.28
2024-09-13 12:32:13.949443,8190,Camera,Temperature,24.29
2024-09-14 12:32:13.949443,5314,Thermostat,Motion,34.55
2024-09-14 12:32:13.949443,7729,Light,Humidity,54.2
2024-09-14 12:32:13.949443,9771,Light,Temperature,26.11
2024-09-14 12:32:13.949443,3576,Light,Motion,88.07
2024-09-15 12:32:13.949443,9299,Camera,Light,48.38
2024-09-15 12:32:13.949443,2254,Light,Light,25.2
2024-09-15 12:32:13.949443,4270,Camera,Light,56.06
2024-09-16 12:32:13.949443,7498,Light,Humidity,19.07
2024-09-16 12:32:13.949443,5361,Camera,Motion,30.21
2024-09-16 12:32:13.949443,2464,Thermostat,Light,36.5
2024-09-16 12:32:13.949443,4436,Camera,Motion,34.43
2024-09-19 12:32:13.949443,9602,Sensor,Light,39.68
2024-09-21 12:32:13.949443,4305,Sensor,Motion,13.44
2024-09-24 12:32:13.949443,1951,Thermostat,Motion,99.77
2024-09-26 12:32:13.949443,3425,Sensor,Temperature,56.22
2024-09-26 12:32:13.949443,4540,Camera,Humidity,80.28
2024-09-29 12:32:13.949443,9882,Camera,Motion,49.13
2024-09-30 12:32:13.949443,4962,Camera,Humidity,45.51
2024-10-04 12:32:13.949443,4777,Camera,Temperature,53.25
2024-10-04 12:32:13.949443,6005,Light,Motion,74.27
2024-10-04 12:32:13.949443,2976,Thermostat,Motion,77.18
2024-10-05 12:32:13.949443,2937,Light,Light,80.14
2024-10-05 12:32:13.949443,2685,Sensor,Motion,71.87
2024-10-06 12:32:13.949443,4521,Thermostat,Humidity,88.38
2024-10-07 12:32:13.949443,1870,Camera,Light,37.35
2024-10-07 12:32:13.949443,9010,Camera,Humidity,43.32
2024-10-08 12:32:13.949443,4142,Light,Light,60.88
2024-10-10 12:32:13.949443,5787,Sensor,Temperature,73.92
2024-10-10 12:32:13.949443,5241,Thermostat,Temperature,58.81
2024-10-11 12:32:13.949443,7512,Camera,Humidity,22.86
2024-10-11 12:32:13.949443,7328,Camera,Temperature,13.46
2024-10-12 12:32:13.949443,1622,Light,Light,81.36
2024-10-13 12:32:13.949443,9774,Camera,Motion,78.76
2024-10-18 12:32:13.949443,2553,Camera,Motion,94.61
2024-10-18 12:32:13.949443,1811,Light,Light,83.71
2024-10-19 12:32:13.949443,2108,Sensor,Humidity,25.14
2024-10-20 12:32:13.949443,6864,Camera,Light,55.85
2024-10-20 12:32:13.949443,3770,Camera,Motion,99.57
2024-10-21 12:32:13.949443,7182,Sensor,Humidity,39.64
2024-10-22 12:32:13.949443,6913,Camera,Humidity,75.94
2024-10-23 12:32:13.949443,4840,Camera,Humidity,95.78
2024-10-24 12:32:13.949443,5927,Light,Light,62.32
2024-10-26 12:32:13.949443,4521,Light,Motion,85.8
2024-10-26 12:32:13.949443,8771,Light,Temperature,25.75
2024-10-26 12:32:13.949443,3133,Thermostat,Temperature,33.99
2024-10-28 12:32:13.949443,4689,Thermostat,Motion,72.27
2024-10-29 12:32:13.949443,7161,Thermostat,Motion,38.52
2024-10-31 12:32:13.949443,4407,Camera,Temperature,64.84
2024-11-01 12:32:13.949443,6019,Sensor,Light,28.81
2024-11-05 12:32:13.949443,7851,Sensor,Light,66.88
2024-11-08 12:32:13.949443,9106,Sensor,Humidity,48.67
2024-11-09 12:32:13.949443,9717,Thermostat,Motion,72.01
2024-11-09 12:32:13.949443,9939,Thermostat,Light,42.24
2024-11-09 12:32:13.949443,3461,Sensor,Humidity,82.15
2024-11-10 12:32:13.949443,5660,Sensor,Humidity,59.59
2024-11-11 12:32:13.949443,6334,Camera,Temperature,72.61
2024-11-12 12:32:13.949443,8037,Light,Temperature,44.96
2024-11-13 12:32:13.949443,6853,Camera,Humidity,42.29
2024-11-13 12:32:13.949443,8907,Light,Humidity,41.0
2024-11-15 12:32:13.949443,7389,Camera,Light,87.36
2024-11-16 12:32:13.949443,6450,Light,Light,31.82
2024-11-18 12:32:13.949443,7102,Light,Light,25.79
2024-11-18 12:32:13.949443,9837,Thermostat,Humidity,28.37
2024-11-21 12:32:13.949443,4181,Light,Light,48.58
2024-11-22 12:32:13.949443,7425,Sensor,Temperature,74.39
2024-11-26 12:32:13.949443,9779,Camera,Light,44.51
2024-11-28 12:32:13.949443,9583,Camera,Light,23.4
2024-11-28 12:32:13.949443,8074,Sensor,Temperature,31.94
2024-11-28 12:32:13.949443,6083,Sensor,Temperature,60.35
2024-11-29 12:32:13.949443,9482,Thermostat,Humidity,59.17
2024-11-29 12:32:13.949443,8017,Light,Light,70.42
2024-11-30 12:32:13.949443,6768,Sensor,Light,81.25
2024-11-30 12:32:13.949443,6052,Sensor,Light,86.54
2024-12-01 12:32:13.949443,3617,Sensor,Motion,46.69
2024-12-02 12:32:13.949443,2471,Light,Motion,59.24
2024-12-02 12:32:13.949443,7249,Camera,Humidity,49.86
2024-12-04 12:32:13.949443,9916,Sensor,Light,77.79
2024-12-05 12:32:13.949443,1811,Camera,Temperature,37.31
2024-12-05 12:32:13.949443,6228,Thermostat,Light,83.82
2024-12-07 12:32:13.949443,5617,Light,Motion,83.95
2024-12-07 12:32:13.949443,3942,Light,Humidity,82.5
2024-12-09 12:32:13.949443,6104,Sensor,Light,76.28
2024-12-11 12:32:13.949443,2986,Thermostat,Humidity,96.6
2024-12-12 12:32:13.949443,5834,Thermostat,Temperature,35.04
2024-12-14 12:32:13.949443,5654,Light,Humidity,72.87
2024-12-15 12:32:13.949443,9368,Light,Humidity,86.23
2024-12-15 12:32:13.949443,8639,Light,Light,40.78
2024-12-15 12:32:13.949443,9049,Light,Humidity,36.36
2024-12-19 12:32:13.949443,4060,Thermostat,Motion,51.41
2024-12-21 12:32:13.949443,1512,Sensor,Temperature,86.36
2024-12-21 12:32:13.949443,2991,Sensor,Light,37.71
2024-12-21 12:32:13.949443,8991,Sensor,Motion,34.73
2024-12-21 12:32:13.949443,6337,Camera,Light,58.16
2024-12-21 12:32:13.949443,3728,Sensor,Humidity,73.01
2024-12-22 12:32:13.949443,1419,Sensor,Temperature,23.41
2024-12-22 12:32:13.949443,2871,Light,Light,15.12
2024-12-23 12:32:13.949443,1995,Camera,Humidity,79.07
2024-12-23 12:32:13.949443,1789,Camera,Light,55.32
2024-12-24 12:32:13.949443,6253,Thermostat,Humidity,52.4
2024-12-24 12:32:13.949443,9208,Thermostat,Light,25.0
2024-12-27 12:32:13.949443,8862,Light,Light,53.8
2024-12-27 12:32:13.949443,3503,Sensor,Motion,11.02
2024-12-27 12:32:13.949443,5293,Sensor,Light,76.74
2024-12-27 12:32:13.949443,3967,Thermostat,Humidity,59.17
2024-12-28 12:32:13.949443,9221,Sensor,Light,70.01
2024-12-29 12:32:13.949443,9388,Camera,Humidity,91.32
2024-12-29 12:32:13.949443,7571,Camera,Temperature,98.75
2024-12-29 12:32:13.949443,5932,Thermostat,Temperature,63.2
2024-12-30 12:32:13.949443,3536,Camera,Humidity,15.15
2025-01-01 12:32:13.949443,1805,Camera,Humidity,53.21
2025-01-01 12:32:13.949443,1340,Camera,Humidity,48.62
2025-01-03 12:32:13.949443,9365,Camera,Temperature,31.18
2025-01-06 12:32:13.949443,3868,Thermostat,Motion,60.7
2025-01-07 12:32:13.949443,4785,Sensor,Motion,87.49
2025-01-08 12:32:13.949443,3565,Light,Light,44.71
2025-01-08 12:32:13.949443,2603,Camera,Humidity,39.36
2025-01-08 12:32:13.949443,5468,Sensor,Humidity,72.88
2025-01-09 12:32:13.949443,8516,Light,Light,85.97
2025-01-09 12:32:13.949443,7020,Light,Humidity,14.23
2025-01-10 12:32:13.949443,1489,Sensor,Light,62.83
2025-01-11 12:32:13.949443,5047,Light,Light,65.14
2025-01-14 12:32:13.949443,7169,Thermostat,Motion,92.29
2025-01-14 12:32:13.949443,9236,Thermostat,Temperature,69.98
2025-01-15 12:32:13.949443,5725,Camera,Temperature,53.65
2025-01-16 12:32:13.949443,1898,Thermostat,Motion,95.01
2025-01-16 12:32:13.949443,7277,Camera,Motion,97.47
2025-01-16 12:32:13.949443,9298,Sensor,Light,34.87
2025-01-17 12:32:13.949443,8003,Sensor,Light,99.45
2025-01-18 12:32:13.949443,6487,Camera,Light,11.67
2025-01-18 12:32:13.949443,1245,Camera,Temperature,77.17
2025-01-19 12:32:13.949443,7673,Light,Motion,55.94
2025-01-20 12:32:13.949443,4179,Thermostat,Humidity,36.98
2025-01-20 12:32:13.949443,8184,Thermostat,Humidity,72.52
2025-01-23 12:32:13.949443,9185,Thermostat,Motion,36.14
2025-01-26 12:32:13.949443,1272,Light,Temperature,34.35
2025-01-26 12:32:13.949443,9358,Thermostat,Motion,16.84
2025-01-28 12:32:13.949443,8378,Thermostat,Light,23.05
2025-01-29 12:32:13.949443,8305,Light,Temperature,31.68
2025-01-31 12:32:13.949443,6447,Sensor,Light,59.43
2025-02-01 12:32:13.949443,6599,Light,Light,92.97
2025-02-01 12:32:13.949443,1502,Light,Temperature,24.46
2025-02-01 12:32:13.949443,8093,Light,Humidity,76.18
2025-02-05 12:32:13.949443,1532,Thermostat,Temperature,80.64
2025-02-07 12:32:13.949443,2468,Light,Humidity,50.63
2025-02-08 12:32:13.949443,9434,Camera,Light,68.94
2025-02-08 12:32:13.949443,6436,Camera,Temperature,93.17
2025-02-08 12:32:13.949443,2755,Thermostat,Motion,48.92
2025-02-09 12:32:13.949443,7836,Sensor,Light,66.21
2025-02-09 12:32:13.949443,7150,Light,Light,58.02
2025-02-10 12:32:13.949443,6985,Thermostat,Temperature,57.42
2025-02-11 12:32:13.949443,6757,Light,Temperature,59.79
2025-02-11 12:32:13.949443,7994,Light,Humidity,23.25
2025-02-14 12:32:13.949443,2070,Camera,Light,67.09
2025-02-15 12:32:13.949443,3644,Light,Temperature,13.59
2025-02-15 12:32:13.949443,8968,Camera,Motion,85.31
2025-02-16 12:32:13.949443,6843,Light,Humidity,39.59
2025-02-16 12:32:13.949443,3194,Thermostat,Motion,74.23
2025-02-16 12:32:13.949443,9364,Light,Motion,48.76
2025-02-19 12:32:13.949443,4534,Thermostat,Light,73.89
2025-02-19 12:32:13.949443,1295,Sensor,Humidity,71.12
2025-02-21 12:32:13.949443,6395,Sensor,Temperature,62.9
2025-02-24 12:32:13.949443,6716,Thermostat,Light,21.41
2025-02-24 12:32:13.949443,7915,Thermostat,Light,72.81
2025-02-25 12:32:13.949443,3366,Sensor,Humidity,77.72
2025-02-27 12:32:13.949443,2503,Light,Humidity,50.65
2025-02-28 12:32:13.949443,9359,Thermostat,Light,14.46
2025-02-28 12:32:13.949443,5633,Light,Temperature,44.81
2025-03-01 12:32:13.949443,8288,Camera,Humidity,55.08
2025-03-01 12:32:13.949443,7848,Sensor,Light,63.67
2025-03-02 12:32:13.949443,6111,Light,Temperature,97.64
2025-03-02 12:32:13.949443,6482,Thermostat,Light,35.43
2025-03-03 12:32:13.949443,6694,Camera,Temperature,28.09
2025-03-08 12:32:13.949443,7848,Camera,Motion,27.51
2025-03-08 12:32:13.949443,7952,Sensor,Motion,11.14
2025-03-09 12:32:13.949443,5900,Light,Temperature,98.66
2025-03-12 12:32:13.949443,2408,Camera,Light,58.17
2025-03-14 12:32:13.949443,6499,Thermostat,Humidity,93.95
2025-03-14 12:32:13.949443,9327,Light,Motion,98.74
2025-03-14 12:32:13.949443,6072,Camera,Temperature,56.48
2025-03-14 12:32:13.949443,1322,Light,Motion,11.21
2025-03-16 12:32:13.949443,2131,Sensor,Humidity,38.81
2025-03-16 12:32:13.949443,6876,Light,Humidity,40.53
2025-03-17 12:32:13.949443,2828,Camera,Temperature,53.03
2025-03-18 12:32:13.949443,4876,Camera,Light,27.99
2025-03-19 12:32:13.949443,9150,Light,Light,50.56
2025-03-20 12:32:13.949443,4727,Thermostat,Humidity,78.28
2025-03-22 12:32:13.949443,4376,Camera,Humidity,99.64
2025-03-23 12:32:13.949443,2800,Light,Temperature,63.11
2025-03-23 12:32:13.949443,9647,Thermostat,Humidity,26.38
2025-03-24 12:32:13.949443,6549,Thermostat,Light,28.46
2025-03-24 12:32:13.949443,1755,Camera,Humidity,90.59
2025-03-24 12:32:13.949443,2094,Camera,Humidity,75.51
2025-03-24 12:32:13.949443,1260,Light,Humidity,24.27
2025-03-28 12:32:13.949443,9931,Thermostat,Motion,85.59
2025-03-28 12:32:13.949443,4348,Camera,Temperature,91.62
2025-03-29 12:32:13.949443,3830,Camera,Temperature,57.25
2025-04-01 12:32:13.949443,4346,Light,Light,27.07
2025-04-01 12:32:13.949443,1565,Light,Temperature,83.17
2025-04-01 12:32:13.949443,3570,Camera,Motion,32.46
2025-04-02 12:32:13.949443,9213,Light,Motion,20.62
2025-04-03 12:32:13.949443,2343,Camera,Light,31.09
2025-04-03 12:32:13.949443,6623,Sensor,Humidity,31.75
2025-04-04 12:32:13.949443,7162,Light,Light,80.18
2025-04-04 12:32:13.949443,4097,Light,Motion,72.05
2025-04-05 12:32:13.949443,3550,Camera,Light,34.77
2025-04-05 12:32:13.949443,4966,Camera,Humidity,15.31
2025-04-05 12:32:13.949443,9102,Light,Light,33.17
2025-04-06 12:32:13.949443,5703,Sensor,Light,59.91
2025-04-07 12:32:13.949443,4967,Sensor,Humidity,28.52
2025-04-09 12:32:13.949443,8395,Thermostat,Humidity,28.95
2025-04-10 12:32:13.949443,3235,Sensor,Motion,93.62
2025-04-11 12:32:13.949443,5290,Light,Motion,71.41
2025-04-13 12:32:13.949443,3338,Thermostat,Light,85.84
2025-04-13 12:32:13.949443,7984,Sensor,Light,72.43
2025-04-14 12:32:13.949443,8073,Thermostat,Motion,91.49
2025-04-14 12:32:13.949443,7092,Sensor,Temperature,50.39
2025-04-17 12:32:13.949443,2392,Light,Humidity,73.35
2025-04-18 12:32:13.949443,9149,Thermostat,Temperature,19.43
2025-04-19 12:32:13.949443,5662,Light,Motion,80.42
2025-04-19 12:32:13.949443,1181,Camera,Humidity,74.35
2025-04-20 12:32:13.949443,9085,Sensor,Temperature,46.18
2025-04-24 12:32:13.949443,4452,Sensor,Motion,44.32
2025-04-30 12:32:13.949443,9642,Sensor,Light,61.35
2025-04-30 12:32:13.949443,8646,Camera,Humidity,30.42
2025-05-01 12:32:13.949443,6253,Thermostat,Temperature,18.86
2025-05-01 12:32:13.949443,3260,Light,Humidity,35.35
2025-05-02 12:32:13.949443,4278,Light,Humidity,72.78
2025-05-02 12:32:13.949443,8358,Light,Humidity,32.49
2025-05-03 12:32:13.949443,6034,Camera,Humidity,92.85
2025-05-03 12:32:13.949443,9056,Light,Light,55.06
2025-05-04 12:32:13.949443,4692,Sensor,Humidity,37.97
2025-05-04 12:32:13.949443,9157,Thermostat,Light,28.78
2025-05-06 12:32:13.949443,2576,Light,Motion,30.7
2025-05-07 12:32:13.949443,6331,Sensor,Humidity,30.93
2025-05-08 12:32:13.949443,1290,Sensor,Motion,45.46
2025-05-10 12:32:13.949443,8299,Sensor,Motion,33.91
2025-05-12 12:32:13.949443,8821,Light,Light,73.49
2025-05-12 12:32:13.949443,8004,Sensor,Temperature,92.34
2025-05-14 12:32:13.949443,4684,Light,Temperature,57.78
2025-05-14 12:32:13.949443,3972,Camera,Humidity,97.58
2025-05-15 12:32:13.949443,4049,Thermostat,Light,68.98
2025-05-16 12:32:13.949443,3308,Thermostat,Motion,22.67
2025-05-16 12:32:13.949443,7202,Camera,Humidity,52.33
2025-05-16 12:32:13.949443,9278,Sensor,Motion,94.87
2025-05-16 12:32:13.949443,2213,Light,Light,73.04
2025-05-18 12:32:13.949443,3680,Sensor,Motion,31.73
2025-05-18 12:32:13.949443,5159,Camera,Light,31.76
2025-05-18 12:32:13.949443,3601,Thermostat,Humidity,61.05
2025-05-20 12:32:13.949443,3756,Camera,Humidity,60.55
2025-05-20 12:32:13.949443,7062,Sensor,Light,27.25
2025-05-20 12:32:13.949443,2235,Sensor,Motion,79.89
2025-05-25 12:32:13.949443,6639,Thermostat,Temperature,41.56
2025-05-26 12:32:13.949443,2957,Camera,Light,62.57
2025-05-26 12:32:13.949443,2136,Camera,Humidity,27.65
2025-05-27 12:32:13.949443,5618,Sensor,Temperature,44.32
2025-05-27 12:32:13.949443,1943,Sensor,Motion,54.05
2025-05-28 12:32:13.949443,5973,Light,Humidity,85.67
2025-05-29 12:32:13.949443,4818,Sensor,Motion,14.4
2025-05-29 12:32:13.949443,7750,Thermostat,Light,45.89
2025-05-29 12:32:13.949443,9327,Camera,Temperature,87.26
2025-05-30 12:32:13.949443,1076,Thermostat,Humidity,30.87
2025-05-30 12:32:13.949443,2708,Thermostat,Temperature,21.81
2025-05-31 12:32:13.949443,3615,Thermostat,Light,44.9
2025-06-01 12:32:13.949443,1964,Thermostat,Humidity,64.27
2025-06-02 12:32:13.949443,2430,Camera,Temperature,80.67
2025-06-02 12:32:13.949443,5284,Light,Light,65.36
2025-06-03 12:32:13.949443,4284,Sensor,Temperature,12.12
2025-06-03 12:32:13.949443,5637,Sensor,Motion,78.95
2025-06-05 12:32:13.949443,4664,Sensor,Light,64.09
2025-06-06 12:32:13.949443,4827,Camera,Temperature,70.76
2025-06-07 12:32:13.949443,7420,Light,Motion,49.3
2025-06-07 12:32:13.949443,4169,Light,Humidity,34.7
2025-06-08 12:32:13.949443,8589,Light,Motion,59.53
2025-06-12 12:32:13.949443,1180,Thermostat,Temperature,53.38
2025-06-12 12:32:13.949443,6393,Sensor,Light,29.06
2025-06-15 12:32:13.949443,9737,Thermostat,Temperature,58.36
2025-06-16 12:32:13.949443,6500,Camera,Motion,24.14
2025-06-18 12:32:13.949443,6924,Thermostat,Humidity,97.07
2025-06-19 12:32:13.949443,7731,Camera,Motion,85.83
2025-06-20 12:32:13.949443,9519,Sensor,Temperature,89.53
2025-06-20 12:32:13.949443,9945,Thermostat,Light,14.84
2025-06-23 12:32:13.949443,8306,Sensor,Motion,37.15
2025-06-23 12:32:13.949443,4774,Thermostat,Motion,49.96
2025-06-24 12:32:13.949443,6712,Sensor,Motion,83.48
2025-06-24 12:32:13.949443,9263,Light,Temperature,76.93
2025-06-24 12:32:13.949443,1200,Camera,Motion,76.54
2025-06-25 12:32:13.949443,5978,Camera,Humidity,30.81
2025-06-25 12:32:13.949443,1490,Sensor,Humidity,10.87
2025-06-26 12:32:13.949443,2449,Thermostat,Temperature,44.07
2025-06-27 12:32:13.949443,8671,Thermostat,Light,53.83
2025-06-30 12:32:13.949443,5777,Camera,Motion,25.62
2025-06-30 12:32:13.949443,4094,Camera,Motion,60.04
2025-07-03 12:32:13.949443,5185,Sensor,Motion,97.6
2025-07-03 12:32:13.949443,8537,Thermostat,Humidity,49.28
2025-07-04 12:32:13.949443,5998,Light,Motion,91.26
2025-07-06 12:32:13.949443,8679,Camera,Temperature,30.46
2025-07-08 12:32:13.949443,4428,Camera,Motion,73.56
2025-07-09 12:32:13.949443,9447,Camera,Light,73.06
2025-07-11 12:32:13.949443,8604,Light,Temperature,50.03
2025-07-14 12:32:13.949443,3346,Light,Motion,52.32
2025-07-15 12:32:13.949443,3251,Camera,Humidity,34.98
2025-07-15 12:32:13.949443,2118,Thermostat,Humidity,88.64
2025-07-18 12:32:13.949443,5504,Light,Humidity,38.45
2025-07-19 12:32:13.949443,5844,Light,Light,58.37
2025-07-20 12:32:13.949443,8146,Light,Motion,39.33
2025-07-22 12:32:13.949443,4316,Thermostat,Humidity,73.57
2025-07-23 12:32:13.949443,3184,Thermostat,Temperature,85.9
2025-07-23 12:32:13.949443,1532,Thermostat,Motion,82.84
2025-07-23 12:32:13.949443,9227,Sensor,Humidity,48.27
2025-07-24 12:32:13.949443,8656,Light,Humidity,18.11
2025-07-24 12:32:13.949443,6652,Camera,Motion,76.97
2025-07-24 12:32:13.949443,8062,Sensor,Temperature,96.67
2025-07-24 12:32:13.949443,4853,Camera,Humidity,52.92
2025-07-25 12:32:13.949443,5620,Light,Motion,65.01
2025-07-26 12:32:13.949443,2573,Light,Motion,22.75
2025-07-26 12:32:13.949443,2319,Camera,Temperature,37.92
2025-07-27 12:32:13.949443,3948,Camera,Temperature,64.64
2025-07-27 12:32:13.949443,1649,Light,Light,61.57
2025-07-28 12:32:13.949443,9217,Sensor,Motion,91.81
2025-07-28 12:32:13.949443,2520,Camera,Motion,19.91
2025-07-29 12:32:13.949443,5164,Camera,Light,57.13
2025-07-30 12:32:13.949443,4483,Light,Motion,69.54
2025-07-30 12:32:13.949443,5336,Thermostat,Motion,18.68
2025-08-03 12:32:13.949443,7566,Sensor,Light,11.07
2025-08-04 12:32:13.949443,6401,Light,Motion,28.54
2025-08-05 12:32:13.949443,5369,Thermostat,Temperature,36.02
2025-08-05 12:32:13.949443,8896,Sensor,Motion,93.46
